date,country,fuel,price
2023-05-15,LT,Euro-super 95,1.48
2023-05-15,LT,Fuel oil - Sulphur higher than 1%,0.34
2023-05-15,LT,Heating gas oil,0.78
2023-05-15,LT,LPG - motor fuel,0.58
2023-05-15,LU,Automotive gas oil,1.39
2023-05-15,LU,Euro-super 95,1.55
2023-05-15,LU,Heating gas oil,0.85
2023-05-15,LU,LPG - motor fuel,0.64
2023-05-15,MT,Automotive gas oil,1.21
2023-05-15,MT,Euro-super 95,1.34
2023-05-15,MT,Heating gas oil,1.0
2023-05-15,NL,Automotive gas oil,1.5
2023-05-15,NL,Euro-super 95,1.8
2023-05-15,NL,LPG - motor fuel,0.77
2023-05-15,PL,Automotive gas oil,1.36
2023-05-15,PL,Euro-super 95,1.44
2023-05-15,PL,Fuel oil - Sulphur higher than 1%,0.52
2023-05-15,PL,Fuel oil - Sulphur less than 1%,0.58
2023-05-15,PL,Heating gas oil,1.09
2023-05-15,PL,LPG - motor fuel,0.67
2023-05-15,PT,Automotive gas oil,1.42
2023-05-15,PT,Euro-super 95,1.64
2023-05-15,PT,Fuel oil - Sulphur less than 1%,0.86
2023-05-15,PT,Heating gas oil,1.42
2023-05-15,PT,LPG - motor fuel,0.78
2023-05-15,RO,Automotive gas oil,1.37
2023-05-15,RO,Euro-super 95,1.36
2023-05-15,RO,Fuel oil - Sulphur less than 1%,0.61
2023-05-15,RO,Heating gas oil,1.27
2023-05-15,RO,LPG - motor fuel,0.87
2023-05-15,SK,Automotive gas oil,1.41
2023-05-15,SK,Euro-super 95,1.52
2023-05-15,SK,Fuel oil - Sulphur higher than 1%,0.62
2023-05-15,SK,Fuel oil - Sulphur less than 1%,0.63
2023-05-15,SK,LPG - motor fuel,0.7
2023-05-15,SI,Automotive gas oil,1.46
2023-05-15,SI,Euro-super 95,1.42
2023-05-15,SI,Heating gas oil,1.04
2023-05-15,SI,LPG - motor fuel,0.89
2023-05-15,ES,Automotive gas oil,1.41
2023-05-15,ES,Euro-super 95,1.58
2023-05-15,ES,Fuel oil - Sulphur less than 1%,0.57
2023-05-15,ES,Heating gas oil,0.92
2023-05-15,ES,LPG - motor fuel,0.95
2023-05-15,SE,Automotive gas oil,1.84
2023-05-15,SE,Euro-super 95,1.69
2023-05-15,SE,Fuel oil - Sulphur less than 1%,0.89
2023-05-15,SE,Heating gas oil,1.17
